,time,open,high,low,close,tick_volume,spread,real_volume
0,1514851200,1307.33,1318.82,1307.31,1317.82,178318,0,0
1,1514883600,1309.81,1310.17,1308.62,1309.28,6186,36,2538457
2,1514887200,1309.28,1310.73,1308.4,1310.12,7079,36,3035023
3,1514890800,1310.1,1312.21,1309.88,1312.14,6350,36,2737385
4,1514894400,1312.08,1312.74,1310.03,1311.74,7029,36,2963666
5,1514898000,1311.74,1312.15,1310.04,1310.06,4391,36,1683375
6,1514901600,1310.07,1312.49,1309.97,1311.96,5737,36,2707725
7,1514905200,1311.98,1314.26,1311.79,1313.81,8709,36,3605428
8,1514908800,1313.81,1314.42,1312.12,1312.54,11807,36,4588210
9,1514912400,1312.56,1313.46,1310.71,1312.12,11763,36,4249528
10,1514916000,1312.12,1313.5,1311.16,1311.16,9395,36,3730993
11,1514919600,1311.08,1312.32,1311.08,1312.32,6170,36,2113963
12,1514923200,1312.29,1314.71,1312.26,1314.41,5861,36,2094194
13,1514926800,1314.42,1316.07,1314.34,1315.82,4359,36,1734337
14,1514930400,1315.82,1318.33,1315.58,1318.12,5677,36,2327392
15,1514934000,1318.11,1318.8,1317.25,1317.82,2243,29,752287
16,1514937600,1317.37,1321.36,1307.39,1312.8,214393,0,0
17,1514941200,1317.27,1321.24,1317.27,1320.15,3618,36,1265112
18,1514944800,1320.18,1321.12,1320.06,1320.47,3532,36,1458582
19,1514948400,1320.47,1320.5,1316.8,1318.12,6732,36,1899340
20,1514952000,1318.13,1318.26,1311.82,1312.11,7415,36,2258766
21,1514955600,1312.23,1314.57,1311.78,1313.98,4982,36,1806174
22,1514959200,1313.96,1313.97,1312.17,1313.51,2866,36,1170497
23,1514962800,1313.51,1314.62,1313.19,1314.52,2992,32,1439647
24,1514966400,1314.52,1315.33,1312.82,1313.11,4906,34,1969181
25,1514970000,1313.11,1314.14,1311.68,1313.56,6399,36,2495919
26,1514973600,1313.56,1315.01,1313.35,1314.24,5945,36,2659449
27,1514977200,1314.24,1314.77,1313.71,1314.51,3813,36,1835723
28,1514980800,1314.51,1314.83,1313.49,1313.92,4761,32,1971418
29,1514984400,1313.92,1316.17,1313.52,1315.54,5362,36,2377726
30,1514988000,1315.53,1317.38,1313.27,1314.72,8005,36,3463412
31,1514991600,1314.7,1316.39,1314.39,1316.27,8068,36,3861963
32,1514995200,1316.27,1317.78,1315.1,1316.81,11384,36,4548206
33,1514998800,1316.75,1316.99,1314.72,1316.4,13453,36,5236554
34,1515002400,1316.4,1317.19,1315.65,1316.91,7845,36,3458317
35,1515006000,1316.91,1317.2,1315.59,1315.71,4984,36,2098083
36,1515009600,1315.69,1317.11,1315.66,1316.07,4341,36,1607264
37,1515013200,1315.99,1316.12,1307.31,1312.87,12362,36,4715150
38,1515016800,1312.87,1316.54,1312.87,1314.85,6207,36,2588998
39,1515020400,1314.85,1315.6,1312.04,1312.78,2636,29,900168
40,1515024000,1312.87,1325.94,1305.8,1322.72,232067,0,0
41,1515027600,1312.74,1313.48,1310.53,1311.03,3475,36,1010671
42,1515031200,1311.01,1311.05,1308.38,1309.12,5778,36,2337700
43,1515034800,1309.12,1309.75,1305.7,1307.05,7568,36,3643681
44,1515038400,1307.05,1307.87,1306.5,1306.86,4807,36,2025553
45,1515042000,1306.86,1307.22,1305.99,1307.09,2923,36,1086008
46,1515045600,1307.09,1308.36,1307.07,1307.87,2797,31,1232305
47,1515049200,1307.87,1310.14,1307.46,1309.96,4323,36,1979586
48,1515052800,1309.96,1310.81,1308.98,1309.97,5699,36,2660378
49,1515056400,1309.97,1311.24,1308.06,1310.54,6459,36,2437961
50,1515060000,1310.54,1311.99,1310.4,1311.52,6555,36,2742093
51,1515063600,1311.52,1314.17,1311.41,1313.56,6663,36,3015452
52,1515067200,1313.55,1314.18,1312.11,1313.42,6304,36,2788370
53,1515070800,1313.42,1313.73,1312.39,1312.82,5533,36,2301617
54,1515074400,1312.71,1313.34,1311.53,1313.16,5782,36,2697651
55,1515078000,1313.14,1317.13,1309.08,1314.67,16304,36,6317951
56,1515081600,1314.67,1316.37,1314.09,1314.63,11732,36,4712628
57,1515085200,1314.63,1319.77,1314.25,1319.66,12732,36,5699780
58,1515088800,1319.66,1319.91,1316.67,1319.07,10647,36,4549280
59,1515092400,1319.07,1319.69,1318.04,1319.5,6257,36,2544898
60,1515096000,1319.5,1320.89,1318.11,1319.07,6215,35,2197735
61,1515099600,1319.06,1324.65,1319.06,1324.22,6206,36,2308762
62,1515103200,1324.24,1325.84,1321.66,1321.77,5732,36,1805320
63,1515106800,1321.77,1323.82,1321.7,1322.69,1805,29,492858
64,1515110400,1321.88,1322.9,1313.59,1319.92,214963,0,0
65,1515114000,1321.96,1321.98,1320.64,1320.81,2271,36,610530
66,1515117600,1320.82,1323.26,1320.82,1322.76,4232,36,2030122
67,1515121200,1322.76,1322.86,1321.15,1321.87,4316,36,1958625
68,1515124800,1321.87,1321.87,1320.53,1320.97,4173,36,1857273
69,1515128400,1320.98,1321.9,1320.98,1321.25,2366,35,1101029
70,1515132000,1321.26,1321.79,1321.07,1321.79,1987,36,983203
71,1515135600,1321.79,1321.8,1319.82,1320.1,3445,36,1578885
72,1515139200,1320.1,1320.15,1317.56,1318.19,6113,36,1982366
73,1515142800,1318.19,1319.53,1317.83,1318.15,5444,36,2296548
74,1515146400,1318.13,1318.51,1316.55,1317.92,5889,36,2317156
75,1515150000,1317.92,1318.17,1316.49,1316.6,5229,36,2305844
76,1515153600,1316.6,1317.64,1316.2,1317.34,4460,36,2120842
77,1515157200,1317.24,1317.24,1316.25,1316.91,3442,36,1590465
78,1515160800,1316.91,1318.18,1316.06,1317.33,4978,36,2248459
79,1515164400,1317.41,1322.77,1316.43,1320.71,16612,36,6297121
80,1515168000,1320.67,1320.72,1313.55,1316.09,17476,36,6576869
81,1515171600,1316.4,1320.47,1316.22,1318.76,14816,36,6148180
82,1515175200,1318.76,1322.02,1318.26,1321.36,9300,36,4082331
83,1515178800,1321.36,1321.46,1319.95,1320.51,5994,36,2222058
84,1515182400,1320.6,1321.26,1319.39,1320.27,4493,36,1636343
85,1515186000,1320.27,1321.11,1320.24,1320.51,3766,36,1572435
86,1515189600,1320.49,1320.62,1318.32,1320.27,3893,33,1280552
87,1515193200,1320.27,1320.56,1319.7,1319.9,1756,29,679110
