,time,open,high,low,close,tick_volume,spread,real_volume
0,1611273600,13412.65,13417.05,13395.55,13400.8,4105,0,0
1,1611277200,13401.05,13410.05,13382.8,13389.8,4227,0,0
2,1611280800,13389.55,13393.55,13378.8,13387.05,4299,0,0
3,1611284400,13386.8,13390.3,13349.55,13369.05,5065,0,0
4,1611288000,13369.3,13378.55,13354.05,13364.55,3687,0,0
5,1611291600,13364.8,13379.8,13361.05,13370.8,2249,0,0
6,1611295200,13371.05,13376.3,13358.8,13365.05,3229,0,0
7,1611298800,13364.55,13375.55,13352.3,13367.3,3297,0,0
8,1611302400,13367.55,13372.55,13358.05,13363.3,3766,0,0
9,1611306000,13363.55,13369.55,13341.55,13361.8,8793,0,0
10,1611309600,13362.55,13364.05,13326.8,13343.55,5695,0,0
11,1611313200,13343.3,13353.1,13332.1,13336.1,5090,0,0
12,1611316800,13336.35,13344.6,13323.1,13340.6,5630,0,0
13,1611320400,13340.85,13351.35,13316.85,13336.6,6572,0,0
14,1611324000,13336.35,13343.2,13321.6,13338.7,5726,0,0
15,1611327600,13338.45,13406.35,13336.95,13399.7,19260,0,0
16,1611331200,13399.45,13407.95,13339.8,13367.7,26357,0,0
17,1611334800,13367.95,13393.2,13353.95,13384.7,17767,0,0
18,1611338400,13384.95,13394.2,13369.2,13373.95,14151,0,0
19,1611342000,13374.2,13393.7,13357.7,13374.2,12282,0,0
20,1611345600,13374.45,13406.95,13366.95,13404.45,11781,0,0
21,1611349200,13404.7,13412.6,13370.35,13372.35,15525,0,0
22,1611352800,13374.35,13382.1,13360.6,13369.7,4262,0,0
23,1611532800,13388.5,13424.4,13387.5,13415.15,3833,0,0
24,1611536400,13414.65,13458.65,13405.65,13453.4,4894,0,0
25,1611540000,13453.65,13463.4,13445.9,13455.4,4166,0,0
26,1611543600,13455.65,13477.9,13454.9,13475.9,2868,0,0
27,1611547200,13476.15,13480.15,13470.15,13471.65,2234,0,0
28,1611550800,13471.15,13477.65,13471.15,13474.4,1340,0,0
29,1611554400,13474.65,13485.4,13471.4,13477.15,2272,0,0
30,1611558000,13476.9,13479.15,13468.9,13475.9,2225,0,0
31,1611561600,13475.4,13496.9,13469.4,13492.9,2741,0,0
32,1611565200,13493.15,13493.65,13479.9,13492.15,5556,0,0
33,1611568800,13491.9,13513.9,13490.65,13500.4,4542,0,0
34,1611572400,13500.15,13507.65,13486.15,13507.15,3702,0,0
35,1611576000,13506.9,13507.65,13487.65,13494.65,4439,0,0
36,1611579600,13495.15,13524.55,13488.15,13492.65,8767,0,0
37,1611583200,13492.15,13521.4,13490.9,13498.4,8738,0,0
38,1611586800,13498.65,13571.05,13498.4,13555.4,20047,0,0
39,1611590400,13555.65,13566.9,13358.8,13365.9,31858,0,0
40,1611594000,13365.65,13414.7,13206.4,13414.7,40749,0,0
41,1611597600,13414.95,13439.8,13329.2,13435.2,30401,0,0
42,1611601200,13434.95,13462.7,13406.95,13450.2,21566,0,0
43,1611604800,13450.45,13466.7,13420.2,13452.7,18228,0,0
44,1611608400,13451.95,13495.7,13391.2,13492.95,22326,0,0
45,1611612000,13497.7,13499.45,13474.2,13479.7,3583,0,0
46,1611619200,13471.15,13490.05,13466.3,13478.8,3002,0,0
47,1611622800,13478.3,13483.55,13459.05,13462.05,3872,0,0
48,1611626400,13462.3,13466.55,13447.3,13461.3,4734,0,0
49,1611630000,13461.55,13465.55,13443.05,13448.3,4005,0,0
50,1611633600,13447.55,13451.8,13439.05,13446.55,3294,0,0
51,1611637200,13446.8,13448.8,13397.05,13404.55,4213,0,0
52,1611640800,13404.3,13429.8,13404.3,13419.05,4751,0,0
53,1611644400,13419.3,13424.8,13399.8,13405.3,4085,0,0
54,1611648000,13404.05,13433.55,13403.55,13420.8,5613,0,0
55,1611651600,13422.3,13463.55,13418.3,13458.05,8098,0,0
56,1611655200,13457.8,13472.55,13439.8,13446.55,5966,0,0
57,1611658800,13446.8,13457.8,13437.3,13452.3,4198,0,0
58,1611662400,13452.05,13495.3,13448.55,13479.05,5741,0,0
59,1611666000,13479.3,13505.05,13478.55,13482.8,6334,0,0
